scope,statistic,ngram_order,value,object_count,object_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
appendix,caption_ngram,2,used for,34,0.010131,27,0.108,0.113333
appendix,caption_ngram,2,in red,34,0.010131,12,0.048,0.043333
appendix,caption_ngram,2,comparison with,34,0.010131,22,0.088,0.096667
appendix,caption_ngram,2,highlight the,34,0.010131,6,0.024,0.025
appendix,caption_ngram,2,note that,33,0.009833,20,0.08,0.081667
appendix,caption_ngram,2,function of,33,0.009833,17,0.068,0.068333
appendix,caption_ngram,2,distribution of,32,0.009535,21,0.084,0.083333
appendix,caption_ngram,2,a function,32,0.009535,17,0.068,0.068333
appendix,caption_ngram,2,based on,31,0.009237,20,0.08,0.075
appendix,caption_ngram,2,in bold,31,0.009237,12,0.048,0.043333
appendix,caption_ngram,2,the agent,30,0.008939,14,0.056,0.051667
appendix,caption_ngram,2,the target,30,0.008939,16,0.064,0.07
appendix,caption_ngram,2,the results,30,0.008939,19,0.076,0.075
appendix,caption_ngram,2,the last,29,0.008641,19,0.076,0.07
appendix,caption_ngram,2,we show,29,0.008641,15,0.06,0.058333
appendix,caption_ngram,2,random seeds,29,0.008641,12,0.048,0.051667
appendix,caption_ngram,2,e g,28,0.008343,20,0.08,0.085
appendix,caption_ngram,2,gsm k,28,0.008343,8,0.032,0.033333
appendix,caption_ngram,2,qwen vl,28,0.008343,6,0.024,0.023333
appendix,caption_ngram,2,for all,28,0.008343,21,0.084,0.086667
appendix,caption_ngram,2,we use,28,0.008343,14,0.056,0.056667
appendix,caption_ngram,2,figure examples,28,0.008343,17,0.068,0.061667
appendix,caption_ngram,2,model with,28,0.008343,13,0.052,0.053333
appendix,caption_ngram,2,ground truth,27,0.008045,13,0.052,0.053333
appendix,caption_ngram,2,models with,27,0.008045,16,0.064,0.055
appendix,caption_ngram,2,ablation study,27,0.008045,20,0.08,0.078333
appendix,caption_ngram,2,when the,27,0.008045,17,0.068,0.065
appendix,caption_ngram,2,is better,27,0.008045,14,0.056,0.058333
appendix,caption_ngram,2,the second,27,0.008045,16,0.064,0.061667
appendix,caption_ngram,2,the performance,27,0.008045,17,0.068,0.073333
appendix,caption_ngram,2,table results,26,0.007747,18,0.072,0.073333
appendix,caption_ngram,2,over the,26,0.007747,18,0.072,0.073333
appendix,caption_ngram,2,subset of,26,0.007747,8,0.032,0.031667
appendix,caption_ngram,2,of training,26,0.007747,14,0.056,0.056667
appendix,caption_ngram,2,can be,26,0.007747,18,0.072,0.068333
appendix,caption_ngram,2,the training,26,0.007747,19,0.076,0.075
appendix,caption_ngram,2,trained with,26,0.007747,15,0.06,0.056667
appendix,caption_ngram,2,highlighted in,26,0.007747,13,0.052,0.048333
appendix,caption_ngram,2,between the,26,0.007747,19,0.076,0.073333
appendix,caption_ngram,2,and b,26,0.007747,19,0.076,0.08
appendix,caption_ngram,2,due to,25,0.007449,20,0.08,0.076667
appendix,caption_ngram,2,gpt o,25,0.007449,5,0.02,0.016667
appendix,caption_ngram,2,refers to,25,0.007449,11,0.044,0.04
appendix,caption_ngram,2,models and,25,0.007449,19,0.076,0.071667
appendix,caption_ngram,2,impact of,25,0.007449,17,0.068,0.066667
appendix,caption_ngram,2,alignment with,25,0.007449,5,0.02,0.02
appendix,caption_ngram,2,base model,25,0.007449,12,0.048,0.051667
appendix,caption_ngram,2,table full,25,0.007449,7,0.028,0.026667
appendix,caption_ngram,2,across the,25,0.007449,19,0.076,0.075
appendix,caption_ngram,2,prompt template,25,0.007449,6,0.024,0.023333
appendix,caption_ngram,2,gaussian noise,25,0.007449,5,0.02,0.02
appendix,caption_ngram,2,does not,25,0.007449,20,0.08,0.076667
appendix,caption_ngram,2,cosine similarity,25,0.007449,13,0.052,0.053333
appendix,caption_ngram,2,statistics of,24,0.007151,16,0.064,0.058333
appendix,caption_ngram,2,the corresponding,24,0.007151,18,0.072,0.073333
appendix,caption_ngram,2,illustration of,24,0.007151,21,0.084,0.078333
appendix,caption_ngram,2,figure performance,24,0.007151,17,0.068,0.065
appendix,caption_ngram,2,use the,24,0.007151,10,0.04,0.04
appendix,caption_ngram,2,the base,24,0.007151,13,0.052,0.051667
appendix,caption_ngram,2,indicates the,24,0.007151,17,0.068,0.07
appendix,caption_ngram,2,rather than,24,0.007151,15,0.06,0.065
appendix,caption_ngram,2,the final,24,0.007151,18,0.072,0.071667
appendix,caption_ngram,2,top row,24,0.007151,14,0.056,0.056667
appendix,caption_ngram,2,compare the,24,0.007151,10,0.04,0.043333
appendix,caption_ngram,2,performance across,23,0.006853,14,0.056,0.048333
appendix,caption_ngram,2,corresponds to,23,0.006853,14,0.056,0.055
appendix,caption_ngram,2,models on,23,0.006853,13,0.052,0.046667
appendix,caption_ngram,2,success rate,23,0.006853,9,0.036,0.038333
appendix,caption_ngram,2,indicate the,23,0.006853,14,0.056,0.055
appendix,caption_ngram,2,dashed lines,23,0.006853,12,0.048,0.048333
appendix,caption_ngram,2,are used,23,0.006853,7,0.028,0.025
appendix,caption_ngram,2,learning rate,23,0.006853,8,0.032,0.03
appendix,caption_ngram,2,our model,23,0.006853,13,0.052,0.05
appendix,caption_ngram,2,table hyperparameter,23,0.006853,12,0.048,0.051667
appendix,caption_ngram,2,represents the,22,0.006555,16,0.064,0.063333
appendix,caption_ngram,2,the full,22,0.006555,15,0.06,0.053333
appendix,caption_ngram,2,numbers of,22,0.006555,12,0.048,0.043333
appendix,caption_ngram,2,for qwen,22,0.006555,7,0.028,0.028333
appendix,caption_ngram,2,a single,22,0.006555,17,0.068,0.068333
appendix,caption_ngram,2,batch size,22,0.006555,14,0.056,0.055
appendix,caption_ngram,2,size of,22,0.006555,12,0.048,0.048333
appendix,caption_ngram,2,results in,22,0.006555,17,0.068,0.065
appendix,caption_ngram,2,and without,22,0.006555,15,0.06,0.058333
appendix,caption_ngram,2,scores for,22,0.006555,14,0.056,0.056667
appendix,caption_ngram,2,figure mean,22,0.006555,8,0.032,0.035
appendix,caption_ngram,2,table training,22,0.006555,17,0.068,0.07
appendix,caption_ngram,2,task in,22,0.006555,6,0.024,0.023333
appendix,caption_ngram,2,evaluation results,22,0.006555,10,0.04,0.038333
appendix,caption_ngram,2,datasets with,22,0.006555,6,0.024,0.023333
appendix,caption_ngram,2,error bars,22,0.006555,8,0.032,0.035
appendix,caption_ngram,2,across three,21,0.006257,15,0.06,0.06
appendix,caption_ngram,2,table detailed,21,0.006257,15,0.06,0.06
appendix,caption_ngram,2,the baseline,21,0.006257,14,0.056,0.055
appendix,caption_ngram,2,samples for,21,0.006257,6,0.024,0.021667
appendix,caption_ngram,2,measured by,21,0.006257,7,0.028,0.026667
appendix,caption_ngram,2,model and,21,0.006257,14,0.056,0.061667
appendix,caption_ngram,2,s d,21,0.006257,5,0.02,0.021667
appendix,caption_ngram,2,of model,20,0.005959,9,0.036,0.03
appendix,caption_ngram,2,success rates,20,0.005959,8,0.032,0.031667
appendix,caption_ngram,2,details of,20,0.005959,11,0.044,0.043333
appendix,caption_ngram,2,methods on,20,0.005959,15,0.06,0.065
appendix,caption_ngram,2,table evaluation,20,0.005959,13,0.052,0.046667
appendix,caption_ngram,2,qwen b-instruct,20,0.005959,8,0.032,0.03
appendix,caption_ngram,2,data for,20,0.005959,6,0.024,0.021667
appendix,caption_ngram,2,image editing,20,0.005959,5,0.02,0.021667
appendix,caption_ngram,2,of qwen,20,0.005959,9,0.036,0.035
appendix,caption_ngram,2,each model,19,0.005662,14,0.056,0.058333
appendix,caption_ngram,2,are averaged,19,0.005662,8,0.032,0.031667
appendix,caption_ngram,2,are reported,19,0.005662,13,0.052,0.048333
appendix,caption_ngram,2,b on,19,0.005662,9,0.036,0.031667
appendix,caption_ngram,2,table accuracy,19,0.005662,10,0.04,0.04
appendix,caption_ngram,2,set of,19,0.005662,14,0.056,0.053333
appendix,caption_ngram,2,test set,19,0.005662,9,0.036,0.041667
appendix,caption_ngram,2,overview of,19,0.005662,18,0.072,0.07
appendix,caption_ngram,2,training loss,19,0.005662,9,0.036,0.035
appendix,caption_ngram,2,values are,19,0.005662,14,0.056,0.063333
appendix,caption_ngram,2,bottom row,19,0.005662,13,0.052,0.051667
appendix,caption_ngram,2,and after,19,0.005662,12,0.048,0.046667
appendix,caption_ngram,2,do not,18,0.005364,14,0.056,0.05
appendix,caption_ngram,2,llama b-instruct,18,0.005364,9,0.036,0.036667
appendix,caption_ngram,2,the correct,18,0.005364,12,0.048,0.043333
appendix,caption_ngram,2,and standard,18,0.005364,10,0.04,0.035
appendix,caption_ngram,2,values of,18,0.005364,12,0.048,0.05
appendix,caption_ngram,2,accuracy on,18,0.005364,10,0.04,0.04
appendix,caption_ngram,2,during training,18,0.005364,8,0.032,0.035
appendix,caption_ngram,2,the dataset,18,0.005364,14,0.056,0.05
appendix,caption_ngram,2,qualitative comparison,18,0.005364,11,0.044,0.041667
appendix,caption_ngram,2,the standard,18,0.005364,12,0.048,0.051667
appendix,caption_ngram,2,the three,18,0.005364,13,0.052,0.053333
appendix,caption_ngram,2,the input,18,0.005364,12,0.048,0.051667
appendix,caption_ngram,2,the default,18,0.005364,14,0.056,0.056667
appendix,caption_ngram,2,each task,18,0.005364,13,0.052,0.051667
appendix,caption_ngram,2,confidence intervals,18,0.005364,5,0.02,0.02
appendix,caption_ngram,2,a small,18,0.005364,11,0.044,0.046667
appendix,caption_ngram,2,template for,18,0.005364,6,0.024,0.023333
appendix,caption_ngram,2,synthetic data,18,0.005364,7,0.028,0.025
appendix,caption_ngram,2,the learned,18,0.005364,9,0.036,0.041667
appendix,caption_ngram,2,all experiments,18,0.005364,6,0.024,0.023333
appendix,caption_ngram,2,pass k,18,0.005364,5,0.02,0.023333
appendix,caption_ngram,2,table experimental,17,0.005066,5,0.02,0.016667
appendix,caption_ngram,2,fails to,17,0.005066,11,0.044,0.041667
appendix,caption_ngram,2,to generate,17,0.005066,14,0.056,0.051667
appendix,caption_ngram,2,table quantitative,17,0.005066,8,0.032,0.03
appendix,caption_ngram,2,model on,17,0.005066,12,0.048,0.051667
appendix,caption_ngram,2,tasks with,17,0.005066,9,0.036,0.04
appendix,caption_ngram,2,with varying,17,0.005066,14,0.056,0.056667
appendix,caption_ngram,2,the models,17,0.005066,11,0.044,0.043333
appendix,caption_ngram,2,models trained,17,0.005066,11,0.044,0.043333
appendix,caption_ngram,2,each method,17,0.005066,10,0.04,0.036667
appendix,caption_ngram,2,we evaluate,17,0.005066,11,0.044,0.043333
appendix,caption_ngram,2,the mean,17,0.005066,10,0.04,0.041667
appendix,caption_ngram,2,an illustration,17,0.005066,5,0.02,0.02
appendix,caption_ngram,2,all results,17,0.005066,8,0.032,0.033333
appendix,caption_ngram,2,qualitative results,17,0.005066,7,0.028,0.026667
appendix,caption_ngram,2,comparisons of,17,0.005066,6,0.024,0.021667
appendix,caption_ngram,2,figure effect,17,0.005066,9,0.036,0.038333
appendix,caption_ngram,2,experiments on,17,0.005066,7,0.028,0.026667
appendix,caption_ngram,2,on three,17,0.005066,7,0.028,0.031667
appendix,caption_ngram,2,b for,17,0.005066,5,0.02,0.021667
appendix,caption_ngram,2,curves of,17,0.005066,8,0.032,0.035
appendix,caption_ngram,2,configuration for,17,0.005066,5,0.02,0.021667
appendix,caption_ngram,2,a given,17,0.005066,6,0.024,0.023333
appendix,caption_ngram,2,setting we,17,0.005066,5,0.02,0.025
appendix,caption_ngram,2,table mean,16,0.004768,8,0.032,0.031667
appendix,caption_ngram,2,shown in,16,0.004768,16,0.064,0.066667
appendix,caption_ngram,2,table statistics,16,0.004768,12,0.048,0.043333
appendix,caption_ngram,2,accuracy for,16,0.004768,9,0.036,0.033333
appendix,caption_ngram,2,training data,16,0.004768,12,0.048,0.05
appendix,caption_ngram,2,dataset the,16,0.004768,9,0.036,0.033333
appendix,caption_ngram,2,figure training,16,0.004768,10,0.04,0.04
appendix,caption_ngram,2,are highlighted,16,0.004768,9,0.036,0.035
appendix,caption_ngram,2,the total,16,0.004768,11,0.044,0.043333
appendix,caption_ngram,2,evaluation of,16,0.004768,12,0.048,0.046667
appendix,caption_ngram,2,k and,16,0.004768,11,0.044,0.043333
appendix,caption_ngram,2,best results,16,0.004768,11,0.044,0.04
appendix,caption_ngram,2,of all,16,0.004768,11,0.044,0.046667
appendix,caption_ngram,2,t and,16,0.004768,6,0.024,0.023333
appendix,caption_ngram,2,observed in,16,0.004768,5,0.02,0.018333
appendix,caption_ngram,2,on cifar,16,0.004768,7,0.028,0.028333
appendix,caption_ngram,2,average accuracy,16,0.004768,5,0.02,0.02
appendix,caption_ngram,2,each dataset,16,0.004768,10,0.04,0.04
appendix,caption_ngram,2,independent runs,16,0.004768,5,0.02,0.018333
appendix,caption_ngram,2,all methods,16,0.004768,9,0.036,0.041667
appendix,caption_ngram,2,our experiments,15,0.00447,14,0.056,0.056667
appendix,caption_ngram,2,reward model,15,0.00447,9,0.036,0.036667
appendix,caption_ngram,2,with gpt,15,0.00447,5,0.02,0.018333
appendix,caption_ngram,2,with qwen,15,0.00447,6,0.024,0.025
appendix,caption_ngram,2,a fixed,15,0.00447,12,0.048,0.048333
appendix,caption_ngram,2,figure illustration,15,0.00447,13,0.052,0.048333
appendix,caption_ngram,2,figure ablation,15,0.00447,8,0.032,0.033333
appendix,caption_ngram,2,figure additional,15,0.00447,9,0.036,0.038333
appendix,caption_ngram,2,and c,15,0.00447,7,0.028,0.028333
appendix,caption_ngram,2,we see,15,0.00447,8,0.032,0.028333
appendix,caption_ngram,2,model in,15,0.00447,9,0.036,0.033333
appendix,caption_ngram,2,and training,15,0.00447,13,0.052,0.053333
appendix,caption_ngram,2,in blue,15,0.00447,8,0.032,0.031667
appendix,caption_ngram,2,an example,15,0.00447,6,0.024,0.023333
appendix,caption_ngram,2,with n,15,0.00447,9,0.036,0.031667
appendix,caption_ngram,2,is used,15,0.00447,8,0.032,0.031667
appendix,caption_ngram,2,model s,15,0.00447,11,0.044,0.046667
appendix,caption_ngram,2,for three,15,0.00447,9,0.036,0.036667
appendix,caption_ngram,2,within a,15,0.00447,9,0.036,0.036667
appendix,caption_ngram,2,training hyperparameters,15,0.00447,10,0.04,0.041667
appendix,caption_ngram,2,model the,15,0.00447,12,0.048,0.055
appendix,caption_ngram,2,the main,15,0.00447,11,0.044,0.045
appendix,caption_ngram,2,each row,15,0.00447,7,0.028,0.03
appendix,caption_ngram,2,bold and,15,0.00447,6,0.024,0.02
appendix,caption_ngram,2,the x-axis,15,0.00447,7,0.028,0.031667
appendix,caption_ngram,2,math and,14,0.004172,5,0.02,0.016667
appendix,caption_ngram,2,on different,14,0.004172,10,0.04,0.041667
appendix,caption_ngram,2,mean and,14,0.004172,6,0.024,0.023333
appendix,caption_ngram,2,scores are,14,0.004172,11,0.044,0.043333
appendix,caption_ngram,2,corresponding to,14,0.004172,11,0.044,0.038333
appendix,caption_ngram,2,different models,14,0.004172,14,0.056,0.053333
appendix,caption_ngram,2,table model,14,0.004172,12,0.048,0.045
appendix,caption_ngram,2,we set,14,0.004172,6,0.024,0.026667
appendix,caption_ngram,2,training steps,14,0.004172,8,0.032,0.035
appendix,caption_ngram,2,row shows,14,0.004172,7,0.028,0.028333
appendix,caption_ngram,2,both the,14,0.004172,11,0.044,0.045
appendix,caption_ngram,2,values indicate,14,0.004172,8,0.032,0.031667
appendix,caption_ngram,2,the proposed,14,0.004172,10,0.04,0.035
appendix,caption_ngram,2,dashed line,14,0.004172,13,0.052,0.055
appendix,caption_ngram,2,study of,14,0.004172,10,0.04,0.04
appendix,caption_ngram,2,w o,14,0.004172,8,0.032,0.031667
appendix,caption_ngram,2,is not,14,0.004172,13,0.052,0.05
appendix,caption_ngram,2,at least,14,0.004172,11,0.044,0.043333
appendix,caption_ngram,2,n and,14,0.004172,9,0.036,0.035
appendix,caption_ngram,2,results across,14,0.004172,6,0.024,0.026667
appendix,caption_ngram,2,the ground,14,0.004172,6,0.024,0.023333
appendix,caption_ngram,2,of generated,14,0.004172,10,0.04,0.041667
appendix,caption_ngram,2,which is,14,0.004172,11,0.044,0.041667
appendix,caption_ngram,2,we select,14,0.004172,7,0.028,0.028333
appendix,caption_ngram,2,types of,14,0.004172,6,0.024,0.023333
appendix,caption_ngram,2,the task,14,0.004172,8,0.032,0.028333
appendix,caption_ngram,2,different methods,14,0.004172,10,0.04,0.038333
appendix,caption_ngram,2,compared with,14,0.004172,8,0.032,0.035
appendix,caption_ngram,2,tasks the,14,0.004172,8,0.032,0.031667
appendix,caption_ngram,2,performance with,14,0.004172,10,0.04,0.038333
appendix,caption_ngram,2,for both,14,0.004172,13,0.052,0.05
appendix,caption_ngram,2,of n,14,0.004172,8,0.032,0.033333
appendix,caption_ngram,2,cost of,14,0.004172,9,0.036,0.038333
appendix,caption_ngram,2,error of,14,0.004172,6,0.024,0.025
appendix,caption_ngram,2,fraction of,14,0.004172,10,0.04,0.043333
appendix,caption_ngram,2,results from,14,0.004172,8,0.032,0.031667
appendix,caption_ngram,2,image generation,14,0.004172,5,0.02,0.016667
appendix,caption_ngram,2,with respect,14,0.004172,7,0.028,0.025
appendix,caption_ngram,2,respect to,14,0.004172,7,0.028,0.025
appendix,caption_ngram,2,gemma b,14,0.004172,5,0.02,0.021667
appendix,caption_ngram,2,the lower,13,0.003874,8,0.032,0.033333
appendix,caption_ngram,2,model performance,13,0.003874,8,0.032,0.026667
appendix,caption_ngram,2,figure distribution,13,0.003874,7,0.028,0.028333
appendix,caption_ngram,2,than the,13,0.003874,12,0.048,0.045
appendix,caption_ngram,2,percentage of,13,0.003874,12,0.048,0.046667
appendix,caption_ngram,2,correspond to,13,0.003874,11,0.044,0.041667
appendix,caption_ngram,2,under a,13,0.003874,9,0.036,0.04
appendix,caption_ngram,2,the ground-truth,13,0.003874,9,0.036,0.033333
appendix,caption_ngram,2,at different,13,0.003874,9,0.036,0.036667
appendix,caption_ngram,2,baseline methods,13,0.003874,6,0.024,0.025
appendix,caption_ngram,2,list of,13,0.003874,9,0.036,0.036667
appendix,caption_ngram,2,best performance,13,0.003874,8,0.032,0.033333
appendix,caption_ngram,2,al b,13,0.003874,9,0.036,0.035
appendix,caption_ngram,2,in both,13,0.003874,13,0.052,0.053333
appendix,caption_ngram,2,the dashed,13,0.003874,11,0.044,0.045
appendix,caption_ngram,2,methods and,13,0.003874,5,0.02,0.02
appendix,caption_ngram,2,in contrast,13,0.003874,11,0.044,0.045
appendix,caption_ngram,2,figure results,13,0.003874,6,0.024,0.025
appendix,caption_ngram,2,datasets for,13,0.003874,7,0.028,0.026667
appendix,caption_ngram,2,comparing the,13,0.003874,5,0.02,0.021667
appendix,caption_ngram,2,reasoning tasks,13,0.003874,6,0.024,0.026667
appendix,caption_ngram,2,the test,13,0.003874,7,0.028,0.033333
appendix,caption_ngram,2,the generated,12,0.003576,9,0.036,0.031667
appendix,caption_ngram,2,training on,12,0.003576,8,0.032,0.031667
appendix,caption_ngram,2,sequence length,12,0.003576,9,0.036,0.036667
appendix,caption_ngram,2,evaluated on,12,0.003576,10,0.04,0.041667
appendix,caption_ngram,2,first row,12,0.003576,8,0.032,0.031667
appendix,caption_ngram,2,training the,12,0.003576,8,0.032,0.033333
appendix,caption_ngram,2,only the,12,0.003576,10,0.04,0.043333
appendix,caption_ngram,2,samples from,12,0.003576,9,0.036,0.033333
appendix,caption_ngram,2,tasks we,12,0.003576,9,0.036,0.035
appendix,caption_ngram,2,out of,12,0.003576,9,0.036,0.035
appendix,caption_ngram,2,setting under,12,0.003576,5,0.02,0.02
appendix,caption_ngram,2,the latent,12,0.003576,6,0.024,0.023333
appendix,caption_ngram,2,the y-axis,12,0.003576,7,0.028,0.028333
appendix,caption_ngram,2,hyperparameters used,12,0.003576,9,0.036,0.036667
appendix,caption_ngram,2,mean of,12,0.003576,6,0.024,0.023333
appendix,caption_ngram,2,the output,12,0.003576,10,0.04,0.04
appendix,caption_ngram,2,analysis on,12,0.003576,11,0.044,0.045
appendix,caption_ngram,2,comparison across,12,0.003576,10,0.04,0.04
appendix,caption_ngram,2,prompts and,12,0.003576,7,0.028,0.03
appendix,caption_ngram,2,generate the,12,0.003576,7,0.028,0.025
appendix,caption_ngram,2,b models,12,0.003576,6,0.024,0.021667
appendix,caption_ngram,2,in parentheses,12,0.003576,7,0.028,0.028333
appendix,caption_ngram,2,blue and,12,0.003576,7,0.028,0.033333
appendix,caption_ngram,2,is highlighted,12,0.003576,6,0.024,0.023333
appendix,caption_ngram,2,values for,12,0.003576,6,0.024,0.021667
appendix,caption_ngram,2,there is,12,0.003576,11,0.044,0.038333
appendix,caption_ngram,2,the synthetic,12,0.003576,7,0.028,0.028333
appendix,caption_ngram,2,performance is,12,0.003576,5,0.02,0.021667
appendix,caption_ngram,2,in terms,12,0.003576,9,0.036,0.036667
appendix,caption_ngram,2,terms of,12,0.003576,9,0.036,0.036667
appendix,caption_ngram,2,the maximum,12,0.003576,10,0.04,0.041667
appendix,caption_ngram,2,are shown,12,0.003576,10,0.04,0.048333
appendix,caption_ngram,2,at each,11,0.003278,9,0.036,0.04
appendix,caption_ngram,2,up to,11,0.003278,6,0.024,0.025
appendix,caption_ngram,2,length of,11,0.003278,10,0.04,0.033333
appendix,caption_ngram,2,for models,11,0.003278,7,0.028,0.025
appendix,caption_ngram,2,ablation on,11,0.003278,7,0.028,0.026667
appendix,caption_ngram,2,over all,11,0.003278,7,0.028,0.026667
appendix,caption_ngram,2,configurations for,11,0.003278,9,0.036,0.036667
appendix,caption_ngram,2,rates for,11,0.003278,7,0.028,0.026667
appendix,caption_ngram,2,on gsm,11,0.003278,7,0.028,0.03
appendix,caption_ngram,2,of p,11,0.003278,5,0.02,0.023333
appendix,caption_ngram,2,value of,11,0.003278,9,0.036,0.036667
appendix,caption_ngram,2,sensitivity analysis,11,0.003278,10,0.04,0.04
appendix,caption_ngram,2,on qwen,11,0.003278,7,0.028,0.031667
appendix,caption_ngram,2,leading to,11,0.003278,11,0.044,0.04
appendix,caption_ngram,2,instead of,11,0.003278,5,0.02,0.018333
appendix,caption_ngram,2,x and,11,0.003278,6,0.024,0.023333
appendix,caption_ngram,2,all models,11,0.003278,11,0.044,0.043333
appendix,caption_ngram,2,lines indicate,11,0.003278,9,0.036,0.035
appendix,caption_ngram,2,close to,11,0.003278,8,0.032,0.03
appendix,caption_ngram,2,in all,11,0.003278,8,0.032,0.033333
appendix,caption_ngram,2,into the,11,0.003278,9,0.036,0.036667
appendix,caption_ngram,2,reported in,11,0.003278,8,0.032,0.03
appendix,caption_ngram,2,best result,11,0.003278,5,0.02,0.018333
appendix,caption_ngram,2,over training,11,0.003278,9,0.036,0.04
appendix,caption_ngram,2,higher is,11,0.003278,8,0.032,0.035
appendix,caption_ngram,2,the overall,11,0.003278,8,0.032,0.031667
appendix,caption_ngram,2,study on,11,0.003278,8,0.032,0.03
appendix,caption_ngram,2,randomly selected,11,0.003278,6,0.024,0.023333
appendix,caption_ngram,2,the reward,11,0.003278,9,0.036,0.036667
appendix,caption_ngram,2,failure cases,11,0.003278,10,0.04,0.038333
appendix,caption_ngram,2,are underlined,11,0.003278,6,0.024,0.021667
appendix,caption_ngram,2,within each,11,0.003278,10,0.04,0.038333
appendix,caption_ngram,2,within the,11,0.003278,9,0.036,0.031667
appendix,caption_ngram,2,the evaluation,11,0.003278,8,0.032,0.033333
appendix,caption_ngram,2,refer to,11,0.003278,7,0.028,0.026667
appendix,caption_ngram,2,represent the,11,0.003278,9,0.036,0.033333
appendix,caption_ngram,2,s performance,11,0.003278,5,0.02,0.02
appendix,caption_ngram,2,about the,11,0.003278,5,0.02,0.018333
appendix,caption_ngram,2,of k,11,0.003278,5,0.02,0.021667
appendix,caption_ngram,2,middle and,11,0.003278,8,0.032,0.026667
appendix,caption_ngram,2,training time,11,0.003278,8,0.032,0.031667
appendix,caption_ngram,2,with higher,11,0.003278,8,0.032,0.031667
appendix,caption_ngram,2,the lowest,11,0.003278,5,0.02,0.018333
appendix,caption_ngram,2,figure b,11,0.003278,6,0.024,0.025
appendix,caption_ngram,2,such as,11,0.003278,9,0.036,0.04
appendix,caption_ngram,2,a b,11,0.003278,8,0.032,0.035
appendix,caption_ngram,2,relative to,11,0.003278,7,0.028,0.031667
appendix,caption_ngram,2,system prompt,10,0.00298,6,0.024,0.023333
appendix,caption_ngram,2,the backbone,10,0.00298,8,0.032,0.031667
appendix,caption_ngram,2,according to,10,0.00298,10,0.04,0.038333
appendix,caption_ngram,2,breakdown of,10,0.00298,10,0.04,0.04
appendix,caption_ngram,2,p and,10,0.00298,6,0.024,0.021667
appendix,caption_ngram,2,the true,10,0.00298,6,0.024,0.023333
appendix,caption_ngram,2,we train,10,0.00298,6,0.024,0.023333
appendix,caption_ngram,2,from different,10,0.00298,6,0.024,0.025
appendix,caption_ngram,2,models are,10,0.00298,8,0.032,0.03
appendix,caption_ngram,2,reports the,10,0.00298,5,0.02,0.021667
appendix,caption_ngram,2,against the,10,0.00298,6,0.024,0.026667
appendix,caption_ngram,2,report results,10,0.00298,5,0.02,0.021667
appendix,caption_ngram,2,red dashed,10,0.00298,6,0.024,0.023333
appendix,caption_ngram,2,across tasks,10,0.00298,6,0.024,0.025
appendix,caption_ngram,2,denote the,10,0.00298,8,0.032,0.035
appendix,caption_ngram,2,different numbers,10,0.00298,5,0.02,0.018333
appendix,caption_ngram,2,of sampling,10,0.00298,5,0.02,0.018333
appendix,caption_ngram,2,sampling steps,10,0.00298,5,0.02,0.018333
appendix,caption_ngram,2,leads to,10,0.00298,8,0.032,0.03
appendix,caption_ngram,2,methods with,10,0.00298,6,0.024,0.023333
appendix,caption_ngram,2,shows a,10,0.00298,9,0.036,0.036667
appendix,caption_ngram,2,total number,10,0.00298,8,0.032,0.03
appendix,caption_ngram,2,in seconds,10,0.00298,8,0.032,0.03
appendix,caption_ngram,2,over random,10,0.00298,6,0.024,0.026667
appendix,caption_ngram,2,table details,10,0.00298,6,0.024,0.023333
appendix,caption_ngram,2,for reference,10,0.00298,7,0.028,0.023333
appendix,caption_ngram,2,cifar with,10,0.00298,5,0.02,0.016667
appendix,caption_ngram,2,b the,10,0.00298,9,0.036,0.035
appendix,caption_ngram,2,final answer,10,0.00298,8,0.032,0.03
appendix,caption_ngram,2,similar to,10,0.00298,6,0.024,0.021667
appendix,caption_ngram,2,second best,10,0.00298,5,0.02,0.016667
appendix,caption_ngram,2,ablation studies,10,0.00298,5,0.02,0.02
appendix,caption_ngram,2,table inference,10,0.00298,8,0.032,0.031667
appendix,caption_ngram,2,and t,10,0.00298,7,0.028,0.023333
appendix,caption_ngram,2,models the,10,0.00298,8,0.032,0.035
appendix,caption_ngram,2,the percentage,10,0.00298,8,0.032,0.031667
appendix,caption_ngram,2,the initial,10,0.00298,6,0.024,0.026667
appendix,caption_ngram,2,indicating that,10,0.00298,9,0.036,0.04
appendix,caption_ngram,2,table effect,10,0.00298,9,0.036,0.04
appendix,caption_ngram,2,before and,10,0.00298,8,0.032,0.031667
appendix,caption_ngram,2,training set,10,0.00298,7,0.028,0.03
appendix,caption_ngram,2,the relative,10,0.00298,9,0.036,0.038333
appendix,caption_ngram,2,training and,10,0.00298,10,0.04,0.038333
appendix,caption_ngram,2,shows that,10,0.00298,9,0.036,0.036667
appendix,caption_ngram,2,different random,10,0.00298,5,0.02,0.02
appendix,caption_ngram,2,figure shows,10,0.00298,5,0.02,0.02
appendix,caption_ngram,2,and qwen,10,0.00298,8,0.032,0.031667
appendix,caption_ngram,2,dataset sizes,10,0.00298,6,0.024,0.026667
appendix,caption_ngram,2,for llama,10,0.00298,5,0.02,0.02
appendix,caption_ngram,2,seeds for,10,0.00298,5,0.02,0.021667
appendix,caption_ngram,2,across five,10,0.00298,6,0.024,0.026667
appendix,caption_ngram,2,of llama,10,0.00298,7,0.028,0.026667
